Enc Uniprot Accession	Gene Name	Organism	Phylum	Superkingdom	Taxonomy ID	Family 2 (A or B?)	Double Encapsulin?	Double Enc Operon Position	Enc_Neighbor_Accession	Cargo Type	Cysteine Desulfurase Accessions	Terpene Cyclase Accessions	Polyprenyl Transferase Accession	Xylulose Kinase Accession	Split Sequence?	Genome Neighbors (Genome neighborhood index compared to Encapsulin (Negative values are upstream)| Uniprot Accession | Description| Pfam Family)
A0A429JRI3	DMH15_01260	Streptomyces sp. WAC 06725.	Actinobacteria	Bacteria	2203209	Family 2B				Terpene Cyclase		A0A429JRI4				"(-10|A0A429JRI1|Uncharacterized protein|none),(-9|A0A429JS67|Transcriptional regulator|PF13560),(-8|A0A429JRJ8|DNA gyrase subunit B|PF00204-PF00986-PF01751-PF02518),(-5|A0A429JRJ6|Uncharacterized protein|PF13354),(-4|A0A429JRZ2|Uncharacterized protein|none),(-3|A0A429JRH7|MarR family transcriptional regulator|PF12802),(-2|A0A429JRH6|Uncharacterized protein|none),(-1|A0A429JRH3|Nitroreductase family deazaflavin-dependent oxidoreductase|PF04075),(1|A0A429JRI4|Cyclase|PF19086),(2|A0A429JRJ0|Methyltransferase domain-containing protein|PF08241),(3|A0A429JRI9|Cytochrome P450|PF00067),(4|A0A429JS78|Exonuclease|PF00929),(5|A0A429JRK9|HATPase_c domain-containing protein|PF13581),(6|A0A429JS04|DUF397 domain-containing protein|PF04149),(7|A0A429JRI6|XRE family transcriptional regulator|PF13560-PF19054),(8|A0A429JRI7|Uncharacterized protein|PF04672),(9|A0A429JRI5|DNA-binding response regulator|PF00072-PF00196),(10|A0A429JRJ1|GTP-binding protein|PF00009-PF00679-PF03764)"
A0A429JX07	EA756_13865	Acinetobacter lactucae.	Proteobacteria	Bacteria	1785128	Family 2A				Cysteine Desulfurase	A0A3R9QRU4					"(-10|A0A429JX21|PLP-dependent aminotransferase family protein|PF00155-PF00392),(-9|R8YTA7|LrgB family protein|PF04172),(-8|A0A3R9S187|CidA/LrgA family protein|PF03788),(-7|A0A3R9QBV6|LysR family transcriptional regulator|PF00126-PF03466),(-6|A0A3R9RX86|Glutathione transferase|PF13417-PF14834),(-5|A0A3R9QEA0|Glutathione-dependent disulfide-bond oxidoreductase|PF00043-PF02798),(-4|A0A429JWW7|LysR family transcriptional regulator|PF00126-PF03466),(-3|A0A3R9RBW5|SDR family oxidoreductase|PF13561),(-2|A0A3R9SJ11|Rhodanese-like domain-containing protein|PF00581),(-1|A0A3R9QFS5|Serine O-acetyltransferase|PF00132),(1|A0A3R9QRU4|Cysteine desulfurase|PF00266),(2|A0A3R9Y0F0|LysE family translocator|PF01810),(3|A0A429JX48|LysR family transcriptional regulator|PF00126-PF03466),(4|A0A3R9RRZ9|ABC transporter substrate-binding protein|PF00497),(5|A0A429JX30|Glutamine-binding protein|PF00497),(6|R8YT89|Amino acid ABC transporter ATP-binding protein|PF00005),(7|A0A3R9QBU8|Amino acid ABC transporter permease|PF00528),(8|A0A1V0KC88|Amino acid ABC transporter|PF00528),(9|A0A3R9RX77|Uncharacterized protein|none),(10|A0A429JX13|N-acetyltransferase|PF14542)"
A0A429NC76	EF917_10415	Streptomyces sp. WAC00469.	Actinobacteria	Bacteria	2487415	Family 2B				Polyprenyl Transferase			A0A429NC85			"(-10|A0A3R9UBC9|Glucosamine-6-phosphate deaminase|PF01182),(-9|A0A3R9SM72|ATPase|PF02518-PF07568-PF08448-PF12282),(-8|A0A3R9UBA2|Transcriptional regulator WhiB|PF02467),(-7|A0A429NC59|Diacylglycerol kinase family lipid kinase|PF00781),(-6|A0A3R9SM46|Uncharacterized protein|none),(-5|A0A429NCA7|RNA polymerase sigma factor SigF|PF04539-PF04542-PF04545),(-4|A0A429NC86|Anti-sigma regulatory factor|none),(-3|A0A429NC29|UBP-type domain-containing protein|PF02148),(-2|A0A429NC45|Na+/H+ antiporter|PF00999),(-1|A0A3R9UDN7|Pyridoxal-phosphate dependent enzyme|PF00291),(1|A0A429NC85|Polyprenyl synthetase family protein|PF00348),(2|A0A429NC70|Superoxide dismutase, Ni|PF09055)"
A0A429NX50	EF915_16160	Streptomyces sp. WAC08401.	Actinobacteria	Bacteria	2487413	Family 2B				Polyprenyl Transferase			A0A3S0AR04			"(-10|A0A429NX52|ATPase|PF02518-PF07568-PF08448-PF12282),(-9|A0A3R9URB1|Transcriptional regulator WhiB|PF02467),(-8|A0A429NX59|Diacylglycerol kinase family lipid kinase|PF00781),(-7|A0A3R9T2C8|Uncharacterized protein|none),(-6|A0A3R9UD16|RNA polymerase sigma factor SigF|PF04539-PF04542-PF04545),(-5|A0A3R9VBN7|Anti-sigma regulatory factor|none),(-4|A0A429NX51|UBP-type domain-containing protein|PF02148),(-3|A0A3R9T1Q3|Na+/H+ antiporter|PF00999),(-2|A0A3R9TFY8|Pyridoxal-phosphate dependent enzyme|PF00291),(-1|A0A429NXN8|N-acetylmuramoyl-L-alanine amidase|PF01510),(1|A0A3S0AR04|Polyprenyl synthetase family protein|PF00348),(2|A0A3R9UMK7|GNAT family N-acetyltransferase|PF00583),(3|A0A429NX48|Superoxide dismutase, Ni|PF09055),(4|A0A429NX43|Nickel-type superoxide dismutase maturation protease|PF00717),(5|A0A429NX45|Zf-CGNR multi-domain protein|PF07336-PF11706),(6|A0A429NX34|Class I SAM-dependent methyltransferase|PF13649),(7|A0A3R9UNW1|Amino acid ABC transporter ATP-binding protein|PF00005),(8|A0A429NX44|Amino acid ABC transporter permease|PF00528),(9|A0A429NX38|ABC transporter substrate-binding protein|PF00497)"
A0A429PC12	EF906_33390	Streptomyces sp. WAC08241.	Actinobacteria	Bacteria	2487421	Family 2B				Minor						"(-3|A0A3R9UX23|Flavodoxin_2 domain-containing protein|PF02525),(-2|A0A429PC19|MarR family transcriptional regulator|PF12802),(-1|A0A429PC13|N-acetyltransferase|PF14542)"
A0A429RK39	EF912_09630	Streptomyces sp. WAC07061.	Actinobacteria	Bacteria	2487410	Family 2B				Terpene Cyclase		A0A429RK17				"(-10|A0A3R9WH42|ABC transporter permease|PF00528),(-9|A0A429RK11|ABC transporter ATP-binding protein|PF00005-PF08352),(-8|A0A3S0CG15|ABC transporter ATP-binding protein|PF00005-PF08352),(-7|A0A3R9V3Z2|TetR/AcrR family transcriptional regulator|PF00440-PF13977),(-6|A0A429RKA9|Agmatine deiminase family protein|PF04371),(-5|A0A3R9UPK5|Uncharacterized protein|none),(-4|A0A3R9UNF9|Uncharacterized protein|none),(-3|A0A429RK55|Uncharacterized protein|none),(-2|A0A429RJZ9|Penicillin-insensitive transglycosylase|PF00905-PF00912),(-1|A0A3R9X498|Amidase_6 domain-containing protein|PF12671),(1|A0A429RK17|Terpene synthase|PF19086),(2|A0A3R9WGB2|Methyltransferase domain-containing protein|PF02353),(3|A0A429RK22|Uncharacterized protein|none),(4|A0A429RK60|MFS transporter|PF07690),(5|A0A429RJZ7|PLP-dependent cysteine synthase family protein|PF00291),(6|A0A3R9W3I4|Uncharacterized protein|none)"
A0A429S1U5	EF918_13730	Streptomyces sp. WAC06614.	Actinobacteria	Bacteria	2487416	Family 2B				Polyprenyl Transferase			A0A3R9WCF3			"(-10|A0A3S0CR05|RNA polymerase sigma factor SigF|PF04539-PF04542-PF04545),(-9|A0A3R9VDC0|Anti-sigma regulatory factor|none),(-8|A0A429S1S2|UBP-type domain-containing protein|PF02148),(-7|A0A429S1S3|Na+/H+ antiporter|PF00999),(-6|A0A3R9UXX1|RNA polymerase sigma factor|PF04542-PF08281),(-5|A0A3R9XE11|Uncharacterized protein|none),(-4|A0A3R9WCE1|Pyridoxal-phosphate dependent enzyme|PF00291),(-3|A0A3R9XE20|N-acetylmuramoyl-L-alanine amidase|PF01510),(-2|A0A3R9UYF9|Flavohemoglobin|PF00042-PF00175-PF00970),(-1|A0A3R9WR87|Rrf2 family transcriptional regulator|PF02082),(1|A0A3R9WCF3|Polyprenyl synthetase family protein|PF00348),(2|A0A429S1H8|GNAT family N-acetyltransferase|PF00583),(3|A0A3R9UVR9|Uncharacterized protein|none),(4|A0A3R9WPT9|Extracellular small neutral protease|PF02031),(5|A0A429S1T0|LysR family transcriptional regulator|PF00126-PF03466),(6|A0A3R9WRH4|DUF4097 domain-containing protein|PF13349),(7|A0A3S0CR16|PadR family transcriptional regulator|PF03551),(9|A0A3R9VDC8|Zn-dependent oxidoreductase|PF00107),(10|A0A429S1R4|NADP-dependent malic enzyme|PF00390-PF03949)"
A0A429SLS7	EF904_31435	Streptomyces sp. WAC05950.	Actinobacteria	Bacteria	2487419	Family 2B				Polyprenyl Transferase			A0A429SLP5			"(-8|A0A3R9V8T0|Pyridoxal-phosphate dependent enzyme|PF00291),(-7|A0A429SLP7|Uncharacterized protein|none),(-6|A0A3R9X366|Uncharacterized protein|none),(-5|A0A3R9V6X4|XRE family transcriptional regulator|none),(-4|A0A429SLL3|NUDIX domain-containing protein|PF00293),(-3|A0A3R9X1R4|N-acetylmuramoyl-L-alanine amidase|PF01510),(-2|A0A429SLQ2|Flavohemoglobin|PF00042-PF00175-PF00970),(-1|A0A429SLN7|Rrf2 family transcriptional regulator|PF02082),(1|A0A429SLP5|Polyprenyl synthetase family protein|PF00348),(2|A0A429SLS2|GNAT family N-acetyltransferase|PF00583),(3|A0A3R9X2P5|Dihydrofolate reductase|PF01872),(4|A0A3S0D281|Uncharacterized protein|none),(5|A0A429SLS5|Extracellular small neutral protease|PF02031),(6|A0A429SLN1|LysR family transcriptional regulator|PF00126-PF03466),(7|A0A429SLM1|Uncharacterized protein|none),(8|A0A3R9VP75|DUF4097 domain-containing protein|PF13349),(9|A0A429SLR2|PadR family transcriptional regulator|PF03551)"
A0A429T9P4	EF910_20135	Streptomyces sp. WAC07149.	Actinobacteria	Bacteria	2487425	Family 2B				Polyprenyl Transferase			A0A3R9VK49			"(-10|A0A429T9Q4|Diacylglycerol kinase family lipid kinase|PF00781),(-9|A0A429T9R8|Uncharacterized protein|none),(-8|A0A429T9W4|RNA polymerase sigma factor SigF|PF04539-PF04542-PF04545),(-7|A0A429T9Y2|Anti-sigma regulatory factor|none),(-6|A0A3R9W296|UBP-type domain-containing protein|PF02148),(-5|A0A429T9P2|Na+/H+ antiporter|PF00999),(-4|A0A3S0DFF8|Pyridoxal-phosphate dependent enzyme|PF00291),(-3|A0A3R9XGC9|N-acetylmuramoyl-L-alanine amidase|PF01510),(-2|A0A429T9Z8|Flavohemoglobin|PF00042-PF00175-PF00970),(-1|A0A429T9T4|Rrf2 family transcriptional regulator|PF02082),(1|A0A3R9VK49|Polyprenyl synthetase family protein|PF00348),(2|A0A429T9Q6|GNAT family N-acetyltransferase|PF00583),(3|A0A429T9V3|Dihydrofolate reductase|PF01872),(4|A0A3R9XEF1|Uncharacterized protein|none),(5|A0A3R9XH76|Extracellular small neutral protease|PF02031),(6|A0A429TA36|LysR family transcriptional regulator|PF00126-PF03466),(7|A0A429T9N5|DUF4097 domain-containing protein|PF13349),(8|A0A429T9V9|PadR family transcriptional regulator|PF03551),(9|A0A429T9R2|Peptidase|PF02861),(10|A0A3R9VK30|HTH domain-containing protein|PF08279)"
A0A429TDF5	EF904_19340	Streptomyces sp. WAC05950.	Actinobacteria	Bacteria	2487419	Family 2B				Terpene Cyclase		A0A3R9W4B0				"(-2|A0A3S0DHJ0|OmpA family protein|none),(-1|A0A429TDG4|Uncharacterized protein|none),(1|A0A3R9W4B0|Terpene synthase|PF19086),(2|A0A3R9VQE2|Methyltransferase domain-containing protein|PF02353),(3|A0A429TDV5|NAD-dependent epimerase/dehydratase family protein|PF01370),(4|A0A3R9Y5V0|Polyketide synthase|PF00109-PF02801-PF16197)"
A0A429UA00	E2B92_11315	Streptomyces sp. WAC05374.	Actinobacteria	Bacteria	2487420	Family 2B				Polyprenyl Transferase			A0A3R9W556			"(-10|A0A3R9W7X4|ABC transporter substrate-binding protein|PF13458),(-9|A0A3R9WMC1|ATP-dependent Clp protease ATP-binding subunit|PF02861),(-8|A0A3S0E067|INTRADIOL_DIOXYGENAS domain-containing protein|PF00775),(-7|A0A3R9Y0Y5|CoA transferase subunit B|PF01144),(-6|A0A429UA23|CoA transferase subunit A|PF01144),(-5|A0A429UA41|MarR family transcriptional regulator|PF12802),(-4|A0A3R9XYL4|Alpha/beta hydrolase|PF00561),(-3|A0A429UA27|(Fe-S)-binding protein|PF02754),(-2|A0A429UA32|Lactate utilization protein|PF02589-PF11870-PF13183),(-1|A0A3R9W551|Lactate utilization protein C|PF02589),(1|A0A3R9Y285|Methyltransferase domain-containing protein|PF13649),(2|A0A3R9W4Q9|Helix-turn-helix domain-containing protein|PF12900-PF13560),(3|A0A429UA40|Glycoside hydrolase family 65 protein|PF03632-PF03633-PF03636),(4|A0A429UA11|Beta-phosphoglucomutase family hydrolase|PF00702),(5|A0A3R9XKD9|Tetratricopeptide repeat protein|PF13424),(6|A0A3R9W556|Polyprenyl synthetase family protein|PF00348),(7|A0A429UA36|Type A2 lantipeptide|none),(8|A0A429UA13|HlyD family efflux transporter periplasmic adaptor subunit|PF13437),(9|A0A3R9Y292|NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit|PF00005-PF00664-PF03412),(10|A0A429UA21|NHLP bacteriocin export ABC transporter permease/ATPase subunit|PF00005-PF00664)"
A0A431I8P0	EKK65_03365	Xanthomonadales bacterium.	Proteobacteria	Bacteria	2006849	Family 2A				Putative Cysteine Desulfurase						"(-7|A0A431I8X4|Pyrroline-5-carboxylate reductase|PF03807-PF14748),(-6|A0A3S0B9X8|YggT family protein|PF02325),(-5|A0A3S0DKB9|UPF0235 protein EKK65_03340|PF02594),(-4|A0A3S0BA57|EAL domain-containing protein|PF00563-PF00990-PF08447),(-3|A0A431I916|FMN reductase (NADPH)|PF03358),(-2|A0A3S0D7M3|Rhodanese-like domain-containing protein|PF00581),(-1|A0A3S0DNM1|Serine O-acetyltransferase|PF00132)"
A0A431KMP6	EKK47_01435	Burkholderiales bacterium.	Proteobacteria	Bacteria	1891238	Family 2A				Cysteine Desulfurase	A0A3S0CGA8					"(-10|A0A431KMQ4|MdtA/MuxA family multidrug efflux RND transporter periplasmic adaptor subunit|PF16576),(-9|A0A431KN43|Uncharacterized protein|none),(-8|A0A3S0EUN5|Formyl transferase|PF00551-PF02911),(-7|A0A431KNT2|Uncharacterized protein|PF18914),(-6|A0A431KMT4|Uncharacterized protein|PF12779),(-5|A0A3S0EFM7|Sulfate/thiosulfate import ATP-binding protein CysA|PF00005-PF12857),(-4|A0A431KN74|Sulfate ABC transporter permease subunit CysW|PF00528),(-3|A0A3S0CF83|Sulfate transport system permease protein CysT|PF00528),(-2|A0A431KPW0|Sulfate ABC transporter substrate-binding protein|PF13531),(-1|A0A3S0ETN1|Serine acetyltransferase|PF00132-PF06426),(1|A0A3S0CGA8|Cysteine desulfurase|PF00266),(2|A0A3S0E6D5|Metallophosphoesterase|PF00149),(3|A0A431KNR9|Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme|PF01053),(4|A0A3S0FF38|60 kDa chaperonin|PF00118),(5|A0A3S0CSR3|Alkyl hydroperoxide reductase C|PF00578-PF10417),(6|A0A431KN63|Tetratricopeptide repeat protein|PF13428-PF13432),(7|A0A431KP35|Cytochrome c-type biogenesis protein|PF03918),(8|A0A3S0D295|DsbE family thiol:disulfide interchange protein|PF08534),(9|A0A431KND8|Heme lyase CcmF/NrfE family subunit|PF01578-PF16327),(10|A0A3S0KW49|Cytochrome c-type biogenesis protein CcmE|PF03100)"
A0A431M5P5	EKK46_11585	Rhodocyclaceae bacterium.	Proteobacteria	Bacteria	1898103	Family 2A				Cysteine Desulfurase	A0A431M5U6					"(-3|A0A3S0EZ95|Sulfate ABC transporter substrate-binding protein|PF13531),(-2|A0A3S0GAI4|Alpha/beta hydrolase|PF06821),(-1|A0A431M5R6|Serine O-acetyltransferase|PF00132),(1|A0A431M5U6|Cysteine desulfurase|PF00266),(2|A0A431M5N2|Rhodanese-like domain-containing protein|PF00581),(3|A0A431M5P9|Heme-binding protein|PF03928),(4|A0A3S0D9C9|DUF2325 domain-containing protein|PF10087),(6|A0A3S0DL71|YeeE/YedE family protein|PF04143),(7|A0A431M5L4|AAA family ATPase|PF00158),(8|A0A431M5T7|Sulfate ABC transporter substrate-binding protein|PF13531),(9|A0A3S0DVS1|Dienelactone hydrolase family protein|PF01738),(10|A0A3S0LP61|Cytochrome c|PF01322)"
A0A433ASV3	EKK34_07090	Mycobacterium sp.	Actinobacteria	Bacteria	1785	Family 2A				Cysteine Desulfurase	A0A433ASU7					"(-10|A0A433ASU1|Deoxyguanosinetriphosphate triphosphohydrolase-like protein|PF01966-PF13286),(-9|A0A3S0U4U8|DNA primase|PF01807-PF08275-PF08278-PF10410-PF13662),(-8|A0A3S0T6P0|Uncharacterized protein|none),(-7|A0A433AT52|ANTAR domain-containing protein|PF03861),(-6|A0A433ATE0|DUF4395 domain-containing protein|PF14340),(-5|A0A3S0RSG0|Thioredoxin|PF00085),(-4|A0A3S0TZB1|Serine O-acetyltransferase|PF00132),(-3|A0A433ASY3|Cysteine synthase|PF00291),(-2|A0A433ASZ4|TQXA domain-containing protein|PF08341),(-1|A0A3S0RLI6|Uncharacterized protein|none),(1|A0A433ASU7|Cysteine desulfurase|PF00266),(2|A0A433ATQ9|ABC transporter permease|PF02405),(3|A0A433ATB8|ABC transporter permease|PF02405),(4|A0A433ATJ8|MCE family protein|PF02470-PF11887),(5|A0A3S0TL85|MCE family protein|PF02470),(6|A0A3S0TJ64|Virulence factor Mce family protein|PF02470-PF11887),(7|A0A3S0Z360|MCE family protein|PF02470),(8|A0A433ASU4|MCE family protein|PF02470-PF11887),(9|A0A3S0S7F4|MCE family protein|PF02470),(10|A0A3S0RTG7|Mce protein|none)"
A0A433B2I0	EKK38_11030	Hyphomicrobium sp.	Proteobacteria	Bacteria	82	Family 2A				Cysteine Desulfurase	A0A3S0RR71					"(-10|A0A3S0TAM2|Precorrin-2 dehydrogenase|PF13241),(-9|A0A3S0RX47|Alpha/beta fold hydrolase|PF00561),(-8|A0A433B2N5|DedA family protein|PF09335),(-7|A0A433B2I9|Phenylacetate--CoA ligase family protein|PF00501),(-6|A0A433B2A3|Uncharacterized protein|none),(-5|A0A433B2A0|NAD(P)-dependent alcohol dehydrogenase|PF00107-PF08240),(-4|A0A3S0U3E1|VOC family protein|PF00903),(-3|A0A433B2B4|Cysteine synthase A|PF00291),(-2|A0A3S0U3J4|LysR family transcriptional regulator|PF00126-PF03466),(-1|A0A433B2N2|Serine O-acetyltransferase|PF00132),(1|A0A3S0RR71|Cysteine desulfurase|PF00266),(2|A0A433B2X2|Sulfite exporter TauE/SafE family protein|PF13386),(3|A0A3S0TQJ2|Cbb3-type cytochrome oxidase assembly protein CcoS|PF03597),(4|A0A3S0TMV8|Cadmium-translocating P-type ATPase|PF00122-PF00403-PF00702),(5|A0A3S0Z7L6|Nitrogen fixation protein FixH|PF05751),(6|A0A433B2B0|Cytochrome c oxidase accessory protein CcoG|PF11614-PF12801-PF13746),(7|A0A3S0SBY8|Cbb3-type cytochrome c oxidase subunit|PF13442-PF14715),(8|A0A433B2L8|Cbb3-type cytochrome c oxidase subunit 3|PF05545),(9|A0A433B2A1|Cytochrome-c oxidase, cbb3-type subunit II|PF02433),(10|A0A433B2C5|Cytochrome-c oxidase|PF00115)"
A0A433C753	EKK51_01730	Mycolicibacterium sp.	Actinobacteria	Bacteria	2320850	Family 2A				Cysteine Desulfurase	A0A3S0UHI5					"(-2|A0A433C7A2|Glycoside hydrolase family 15 protein|PF00723),(-1|A0A433C7A6|TQXA domain-containing protein|PF08341),(1|A0A3S0UHI5|Cysteine desulfurase|PF00266),(2|A0A3S0TL29|Methanethiol S-methyltransferase|PF07298),(3|A0A433C7M3|Elongation factor 4|PF00009-PF00679-PF06421),(4|A0A3S0S932|Type II toxin-antitoxin system PemK/MazF family toxin|PF02452),(5|A0A433C745|GNAT family N-acetyltransferase|PF00583),(6|A0A433C777|CBS domain-containing protein|PF00571),(7|A0A433C7C9|Transglutaminase family protein|PF01841-PF08379),(8|A0A433C7B4|Alpha-E domain-containing protein|PF04168),(9|A0A3S0S9R7|Circularly permuted type 2 ATP-grasp protein|PF04174),(10|A0A3S0UCR9|30S ribosomal protein S20|PF01649)"
A0A433CKA8	EKK60_07695	Gordonia sp.	Actinobacteria	Bacteria	84139	Family 2A				Cysteine Desulfurase	A0A3S0U2A6					"(-10|A0A3S0UM44|Urease accessory protein|PF01730),(-9|A0A3S0SEQ4|Urease subunit alpha|PF00449-PF01979),(-8|A0A433CKA4|Urease subunit beta|PF00699),(-7|A0A3S0SSI8|Urease subunit gamma|PF00547),(-6|A0A433CKD1|TetR/AcrR family transcriptional regulator|PF00440-PF02909),(-5|A0A3S0TRD4|NAD(P)-dependent alcohol dehydrogenase|PF13602),(-4|A0A3S0UM69|FAD-binding oxidoreductase|PF01565-PF02913),(-3|A0A3S0ZPQ2|Uncharacterized protein|none),(-2|A0A433CKK4|DUF4334 domain-containing protein|PF14231-PF14232),(-1|A0A433CKE1|TQXA domain-containing protein|PF08341),(1|A0A3S0U2A6|Cysteine desulfurase|PF00266),(2|A0A3S0U5F1|TIGR03564 family F420-dependent LLM class oxidoreductase|PF00296),(3|A0A3S0S736|VOC domain-containing protein|PF00903),(4|A0A3S0UHB1|AraC family transcriptional regulator|PF12833-PF12852),(5|A0A3S0SER3|Uncharacterized protein|none),(6|A0A433CKC0|PIN domain-containing protein|PF01850)"
A0A433DX08	SSPNP10_20530	Streptomyces sp. NP10.	Actinobacteria	Bacteria	1141731	Family 2B				Terpene Cyclase		A0A433DX56				"(-10|A0A433DX17|3-oxoacyl-[acyl-carrier-protein] reductase FabG|PF13561),(-9|A0A433DX66|Transcriptional regulator, TetR family|PF00440),(-8|A0A433DX42|Uncharacterized protein|none),(-7|A0A433DX14|Tetratricopeptide repeat protein|PF14559),(-6|A0A433DX04|Quercetin 2,3-dioxygenase|PF02678-PF05726),(-5|A0A433DX37|DNA polymerase IV|PF11799),(-4|A0A433DWZ8|DNA polymerase III subunit alpha|PF02811-PF07733-PF14579-PF17657),(-3|A0A433DX15|Barstar (Barnase inhibitor)|PF01337),(-2|A0A433DX67|DNA ligase (ATP)|PF01068-PF04679),(-1|A0A433DX27|Non-homologous end joining protein Ku|PF02735),(1|A0A433DX56|Terpene synthase|PF19086),(2|A0A433DX33|Geranyl diphosphate 2-C-methyltransferase|PF08241),(3|A0A433DX07|Phosphotransferase enzyme family protein|PF01636),(4|A0A433DWZ4|Carboxylesterase NlhH|PF07859),(5|A0A433DX26|Uncharacterized protein|none),(6|A0A433DWY9|DctM-like transporter|PF06808),(7|A0A433DX06|Uncharacterized protein|none),(8|A0A433DX57|Acetophenone carboxylase gamma subunit|PF01968-PF05378),(9|A0A433DX19|FAD dependent oxidoreductase|PF12831),(10|A0A433DWZ5|Catabolite control protein A|PF00356-PF13377)"
A0A433E5T4	SSPNP10_02400	Streptomyces sp. NP10.	Actinobacteria	Bacteria	1141731	Family 2B				Polyprenyl Transferase			A0A433E5W4			"(-10|A0A433E5U5|Transcriptional regulator WhiB|PF02467),(-9|A0A433E5X2|Diacylglycerol kinase|PF00781),(-8|A0A433E5Y4|Uncharacterized protein|none),(-7|A0A433E5Y9|RNA polymerase sigma factor SigF|PF04539-PF04542-PF04545),(-6|A0A433E5Y1|Serine-protein kinase RsbW|none),(-5|A0A433E5T7|Zn-finger in ubiquitin-hydrolases and other protein|PF02148),(-4|A0A433E5X3|Sodium, potassium, lithium and rubidium/H(+) antiporter|PF00999),(-3|A0A433E5U4|D-cysteine desulfhydrase|PF00291),(-2|A0A433E5V9|Flavohemoglobin|PF00042-PF00175-PF00970),(-1|A0A433E5X7|HTH-type transcriptional repressor NsrR|PF02082),(1|A0A433E5W4|(2E,6E)-farnesyl diphosphate synthase|PF00348),(2|A0A433E5X4|Mycothiol acetyltransferase|PF00583),(3|A0A433E5X6|Uncharacterized protein|none),(4|A0A433E5X1|DUF1648 domain-containing protein|PF07853),(5|A0A433E5S8|HTH-type transcriptional repressor YtrA|PF00392),(6|A0A433E5W2|Extracellular small neutral protease|PF02031),(7|A0A433E5T6|Hca operon transcriptional activator|PF00126-PF03466),(8|A0A433E5U9|NAD dependent epimerase/dehydratase family protein|PF01370),(9|A0A433E5W9|Uncharacterized protein|none),(10|A0A433E5S4|Uncharacterized protein|none)"
A0A433IBS9	EKK71_01365	Candidatus Competibacteraceae bacterium.	Proteobacteria	Bacteria	2053538	Family 2A				Putative Cysteine Desulfurase						"(-10|A0A3S0WG90|CysB family HTH-type transcriptional regulator|PF00126-PF03466),(-9|A0A433IBR5|Sulfate/thiosulfate import ATP-binding protein CysA|PF00005-PF12857-PF17850),(-8|A0A433IBQ7|Sulfate ABC transporter permease subunit CysW|PF00528),(-7|A0A3S0UDP4|Sulfate transport system permease protein CysT|PF00528),(-6|A0A3S0W5G8|Sulfate ABC transporter substrate-binding protein|PF13531),(-5|A0A433IC19|ATPase|none),(-4|A0A433IBQ5|Twin-arginine translocation pathway signal protein|PF05573),(-3|A0A433IBY6|TYR_PHOSPHATASE_2 domain-containing protein|PF00782),(-2|A0A3S0W1N1|Response regulator transcription factor|PF00072-PF02954),(-1|A0A433IBT9|Histidine kinase|PF00512-PF02518),(2|A0A433IBV9|Rhodanese-like domain-containing protein|PF00581),(3|A0A3S1BPN1|XRE family transcriptional regulator|PF01381-PF07883),(4|A0A3S0UTS4|Serine O-acetyltransferase|PF00132),(5|A0A433IBS1|Cysteine synthase|PF00291),(6|A0A3S0UIG5|Sulfate ABC transporter substrate-binding protein|PF13531),(7|A0A3S0WQF1|Class I SAM-dependent methyltransferase|PF08241),(8|A0A3S0VVL7|Uncharacterized protein|none),(9|A0A3S5K192|30S ribosomal protein S6|PF01250),(10|A0A3S0WGA3|Primosomal replication protein N|PF00436)"
A0A437Q0Z2	EOT10_07790	Streptomyces sp. San01.	Actinobacteria	Bacteria	2494256	Family 2B				Terpene Cyclase		A0A437Q0U4				"(-10|A0A3S2W0J9|Anti-sigma factor|PF12973),(-9|A0A437Q0V6|Helix-turn-helix domain-containing protein|PF01965-PF12833),(-8|A0A3S2WMC8|Uncharacterized protein|none),(-7|A0A437Q125|GlcNAc-PI de-N-acetylase|PF02585),(-6|A0A3S2Z382|TetR/AcrR family transcriptional regulator|PF00440),(-5|A0A3S2VKK6|NADH:flavin oxidoreductase|PF00724),(-4|A0A437Q0V1|N-acetyltransferase|PF13302),(-3|A0A3S2VIM4|VOC family protein|PF00903),(-2|A0A3S3UJH6|Nuclear transport factor 2 family protein|PF13577),(-1|A0A3S2Z425|Acylase|PF01804),(1|A0A437Q0U4|Terpene synthase|PF19086),(2|A0A3S2W530|Methyltransferase domain-containing protein|PF02353),(3|A0A437Q112|Universal stress protein|PF00582),(4|A0A437Q0Y2|Undecaprenyl-diphosphatase|PF02673),(5|A0A437Q0U5|Uncharacterized protein|none),(6|A0A3S2VKS0|Beta-N-acetylhexosaminidase|PF00728-PF02838-PF14200),(7|A0A3S2XY85|Alpha-1,3/4-fucosidase|PF01120),(9|A0A3S2W0J4|Four-carbon acid sugar kinase family protein|PF07005-PF17042),(10|A0A3S2WMB7|Aldolase|PF00596)"
